QNAME,QDATU,HOUR,FLOW,FLOOR,LINES_PICKED,ITEMS_PICKED,RATIO,EFFORT,PRODUCTIVITY
SZELWJ2,2026-02-25,11,A-flow,first_floor,12,64,5.33,0.5,24.0
SZELWJ2,2026-02-25,12,A-flow,first_floor,24,24,1.0,1.0,24.0
SZELWJ2,2026-02-25,13,A-flow,ground_floor,16,32,2.0,0.75,21.33
SZELWJ2,2026-02-25,14,A-flow,ground_floor,15,30,2.0,1.0,15.0
SZELWJ2,2026-02-25,15,A-flow,ground_floor,11,22,2.0,1.0,11.0
TAVERJ13,2026-02-25,6,B-flow,first_floor,4,23,5.75,1.0,4.0
TAVERJ13,2026-02-25,7,A-flow,first_floor,20,28,1.4,0.5,40.0
TAVERJ13,2026-02-25,7,B-flow,first_floor,38,74,1.95,0.5,76.0
TAVERJ13,2026-02-25,8,A-flow,first_floor,37,114,3.08,0.5,74.0
TAVERJ13,2026-02-25,8,B-flow,first_floor,3,3,1.0,0.5,6.0
TAVERJ13,2026-02-25,9,B-flow,first_floor,37,218,5.89,1.0,37.0
TAVERJ13,2026-02-25,10,A-flow,first_floor,28,28,1.0,0.38,74.67
TAVERJ13,2026-02-25,10,B-flow,first_floor,6,21,3.5,0.38,16.0
TAVERJ13,2026-02-25,11,A-flow,first_floor,25,25,1.0,0.5,50.0
TAVERJ13,2026-02-25,12,B-flow,first_floor,72,104,1.44,1.0,72.0
TAVERJ13,2026-02-25,13,B-flow,first_floor,51,87,1.71,0.75,68.0
TAVERJ13,2026-02-25,14,B-flow,first_floor,80,80,1.0,1.0,80.0
TAVERJ13,2026-02-25,15,B-flow,first_floor,58,83,1.43,1.0,58.0
TAVERJ13,2026-02-25,16,B-flow,first_floor,33,61,1.85,1.0,33.0
TOMASA13,2026-02-25,7,A-flow,ground_floor,20,20,1.0,1.0,20.0
TOMASA13,2026-02-25,8,A-flow,ground_floor,12,20,1.67,1.0,12.0
TOMASA13,2026-02-25,9,A-flow,ground_floor,23,23,1.0,1.0,23.0
TOMASA13,2026-02-25,10,A-flow,first_floor,10,10,1.0,0.75,13.33
TOMASA13,2026-02-25,12,A-flow,ground_floor,22,66,3.0,1.0,22.0
TOMASA13,2026-02-25,13,A-flow,ground_floor,4,12,3.0,0.75,5.33
TOMASA13,2026-02-25,14,A-flow,first_floor,2,2,1.0,0.5,4.0
TOMASA13,2026-02-25,14,A-flow,ground_floor,2,2,1.0,0.5,4.0
TORCHD2,2026-02-25,7,B-flow,first_floor,77,77,1.0,1.0,77.0
TORCHD2,2026-02-25,8,A-flow,first_floor,4,23,5.75,0.5,8.0
TORCHD2,2026-02-25,8,B-flow,first_floor,49,99,2.02,0.5,98.0
TORCHD2,2026-02-25,9,B-flow,first_floor,35,166,4.74,1.0,35.0
TORCHD2,2026-02-25,10,A-flow,first_floor,39,61,1.56,0.75,52.0
TORCHD2,2026-02-25,11,A-flow,first_floor,14,52,3.71,0.5,28.0
TORCHD2,2026-02-25,12,B-flow,first_floor,44,103,2.34,1.0,44.0
TORCHD2,2026-02-25,13,B-flow,first_floor,45,83,1.84,0.75,60.0
TORCHD2,2026-02-25,14,B-flow,first_floor,77,143,1.86,1.0,77.0
TORCHD2,2026-02-25,15,B-flow,first_floor,21,80,3.81,1.0,21.0
TYMOSA5,2026-02-25,7,B-flow,ground_floor,80,80,1.0,1.0,80.0
TYMOSA5,2026-02-25,8,B-flow,ground_floor,58,58,1.0,1.0,58.0
TYMOSA5,2026-02-25,9,B-flow,ground_floor,128,128,1.0,1.0,128.0
TYMOSA5,2026-02-25,10,B-flow,ground_floor,78,82,1.05,0.75,104.0
TYMOSA5,2026-02-25,11,B-flow,ground_floor,97,97,1.0,0.5,194.0
TYMOSA5,2026-02-25,12,B-flow,ground_floor,42,42,1.0,1.0,42.0
TYMOSA5,2026-02-25,13,B-flow,ground_floor,32,48,1.5,0.75,42.67
TYMOSA5,2026-02-25,14,B-flow,ground_floor,49,53,1.08,1.0,49.0
TYMOSA5,2026-02-25,15,B-flow,ground_floor,16,16,1.0,1.0,16.0
VAHERL2,2026-02-25,15,B-flow,second_floor,54,81,1.5,1.0,54.0
VAHERL2,2026-02-25,16,B-flow,second_floor,77,173,2.25,1.0,77.0
VAHERL2,2026-02-25,17,B-flow,second_floor,64,91,1.42,0.75,85.33
VAHERL2,2026-02-25,18,B-flow,second_floor,83,94,1.13,1.0,83.0
VAHERL2,2026-02-25,19,B-flow,second_floor,29,33,1.14,0.5,58.0
VAHERL2,2026-02-25,20,B-flow,second_floor,139,139,1.0,1.0,139.0
VAHERL2,2026-02-25,21,B-flow,second_floor,22,24,1.09,0.38,58.67
VAHERL2,2026-02-25,21,unknown_flow,second_floor,8,12,1.5,0.38,21.33
VAHERL2,2026-02-25,22,B-flow,second_floor,42,65,1.55,1.0,42.0
VAHERV2,2026-02-25,15,B-flow,first_floor,51,152,2.98,1.0,51.0
VAHERV2,2026-02-25,16,B-flow,first_floor,89,247,2.78,1.0,89.0
VAHERV2,2026-02-25,17,B-flow,first_floor,36,36,1.0,0.75,48.0
VAHERV2,2026-02-25,18,B-flow,first_floor,82,141,1.72,1.0,82.0
VAHERV2,2026-02-25,19,B-flow,first_floor,10,72,7.2,0.5,20.0
VAHERV2,2026-02-25,20,B-flow,first_floor,87,95,1.09,1.0,87.0
VAHERV2,2026-02-25,21,B-flow,first_floor,34,222,6.53,0.75,45.33
VAHERV2,2026-02-25,22,B-flow,first_floor,44,236,5.36,0.5,88.0
VAHERV2,2026-02-25,22,unknown_flow,first_floor,2,2,1.0,0.5,4.0
VAVDII2,2026-02-25,7,A-flow,first_floor,14,14,1.0,0.5,28.0
VAVDII2,2026-02-25,7,B-flow,first_floor,84,333,3.96,0.5,168.0
VAVDII2,2026-02-25,8,A-flow,first_floor,13,17,1.31,0.5,26.0
VAVDII2,2026-02-25,8,B-flow,first_floor,70,79,1.13,0.5,140.0
VAVDII2,2026-02-25,9,B-flow,first_floor,51,59,1.16,1.0,51.0
VAVDII2,2026-02-25,10,A-flow,first_floor,25,110,4.4,0.75,33.33
VAVDII2,2026-02-25,11,A-flow,first_floor,16,20,1.25,0.25,64.0
VAVDII2,2026-02-25,11,B-flow,first_floor,21,122,5.81,0.25,84.0
VAVDII2,2026-02-25,12,B-flow,first_floor,82,120,1.46,1.0,82.0
VAVDII2,2026-02-25,13,B-flow,first_floor,65,65,1.0,0.75,86.67
VAVDII2,2026-02-25,14,B-flow,first_floor,98,233,2.38,1.0,98.0
VAVDII2,2026-02-25,15,B-flow,first_floor,80,115,1.44,1.0,80.0
VAVDII2,2026-02-25,16,B-flow,first_floor,68,68,1.0,1.0,68.0
VAVDII2,2026-02-25,17,B-flow,first_floor,41,41,1.0,0.75,54.67
VELEVV2,2026-02-25,8,A-flow,first_floor,21,25,1.19,0.33,63.0
VELEVV2,2026-02-25,8,A-flow,second_floor,1,1,1.0,0.33,3.0
VELEVV2,2026-02-25,8,unknown_flow,first_floor,4,23,5.75,0.33,12.0
VELEVV2,2026-02-25,9,A-flow,first_floor,18,18,1.0,0.5,36.0
VELEVV2,2026-02-25,9,B-flow,first_floor,2,2,1.0,0.5,4.0
VELEVV2,2026-02-25,10,A-flow,first_floor,13,32,2.46,0.25,52.0
VELEVV2,2026-02-25,10,B-flow,first_floor,11,52,4.73,0.25,44.0
VELEVV2,2026-02-25,10,unknown_flow,first_floor,4,23,5.75,0.25,16.0
VELEVV2,2026-02-25,11,B-flow,first_floor,1,1,1.0,0.5,2.0
VELEVV2,2026-02-25,12,A-flow,first_floor,1,1,1.0,0.5,2.0
VELEVV2,2026-02-25,12,A-flow,second_floor,60,96,1.6,0.5,120.0
VELEVV2,2026-02-25,13,A-flow,first_floor,7,7,1.0,0.19,37.33
VELEVV2,2026-02-25,13,A-flow,second_floor,4,4,1.0,0.19,21.33
VELEVV2,2026-02-25,13,unknown_flow,first_floor,2,2,1.0,0.19,10.67
VELEVV2,2026-02-25,13,unknown_flow,second_floor,1,1,1.0,0.19,5.33
VELEVV2,2026-02-25,14,A-flow,first_floor,1,1,1.0,0.5,2.0
VELEVV2,2026-02-25,14,A-flow,ground_floor,5,5,1.0,0.5,10.0
VELEVV2,2026-02-25,15,A-flow,first_floor,2,2,1.0,1.0,2.0
VOICUF2,2026-02-25,7,B-flow,ground_floor,32,32,1.0,1.0,32.0
VOICUF2,2026-02-25,8,B-flow,ground_floor,23,23,1.0,1.0,23.0
VRIESJ4,2026-02-25,22,B-flow,second_floor,19,58,3.05,1.0,19.0
WARCHP2,2026-02-25,15,B-flow,first_floor,14,14,1.0,1.0,14.0
WARCHP2,2026-02-25,17,B-flow,first_floor,7,7,1.0,0.75,9.33
WELLIR1,2026-02-25,12,A-flow,first_floor,1,1,1.0,1.0,1.0
WELLIR1,2026-02-25,13,unknown_flow,first_floor,1,20,20.0,0.75,1.33
WELLIR1,2026-02-25,16,A-flow,ground_floor,1,1,1.0,1.0,1.0
XALLAMS3,2026-02-25,11,A-flow,ground_floor,1,1,1.0,0.5,2.0
XDEOREV2,2026-02-25,10,unknown_flow,first_floor,528,924,1.75,0.25,2112.0
XDEOREV2,2026-02-25,10,unknown_flow,ground_floor,1583,1623,1.03,0.25,6332.0
XDEOREV2,2026-02-25,10,unknown_flow,second_floor,526,584,1.11,0.25,2104.0
XDEOREV2,2026-02-25,11,unknown_flow,first_floor,16,16,1.0,0.25,64.0
XDEOREV2,2026-02-25,11,unknown_flow,ground_floor,10,10,1.0,0.25,40.0
ZAMBRM14,2026-02-25,7,A-flow,second_floor,30,51,1.7,1.0,30.0
ZAMBRM14,2026-02-25,8,A-flow,second_floor,35,47,1.34,1.0,35.0
ZAMBRM14,2026-02-25,9,A-flow,second_floor,34,42,1.24,1.0,34.0
ZAMBRM14,2026-02-25,10,A-flow,second_floor,11,19,1.73,0.75,14.67
ZAMBRM14,2026-02-25,11,A-flow,second_floor,9,17,1.89,0.5,18.0
ZAMBRM14,2026-02-25,12,A-flow,second_floor,24,24,1.0,1.0,24.0
ZAMBRM14,2026-02-25,13,A-flow,second_floor,99,99,1.0,0.75,132.0
ZAMBRM14,2026-02-25,14,A-flow,second_floor,54,58,1.07,1.0,54.0
ZAMBRM14,2026-02-25,15,A-flow,second_floor,8,8,1.0,1.0,8.0
ZINCHY2,2026-02-25,12,B-flow,first_floor,87,121,1.39,1.0,87.0
ZINCHY2,2026-02-25,13,B-flow,first_floor,5,5,1.0,0.75,6.67
ZOLOTO2,2026-02-25,16,B-flow,ground_floor,21,21,1.0,1.0,21.0
ZOLOTO2,2026-02-25,17,B-flow,ground_floor,58,58,1.0,0.75,77.33
ZOLOTO2,2026-02-25,18,B-flow,ground_floor,24,34,1.42,1.0,24.0
ZOLOTO2,2026-02-25,19,B-flow,ground_floor,10,10,1.0,0.5,20.0
ZOLOTO2,2026-02-25,22,B-flow,first_floor,15,110,7.33,1.0,15.0
ZYCHS2,2026-02-25,8,B-flow,second_floor,1,1,1.0,1.0,1.0
